Iteration,Discriminator Loss,Generator Loss
0,1.191279411315918,0.6390017867088318
1,0.9532667398452759,0.6184478402137756
2,0.8969194889068604,0.5805337429046631
3,0.8798389434814453,0.5955676436424255
4,0.824192464351654,0.6460062265396118
5,0.7729247808456421,0.6801809072494507
6,0.7740528583526611,0.7044879198074341
7,0.8075962066650391,0.7007628083229065
8,0.8337446451187134,0.6968967318534851
9,0.858211874961853,0.7090304493904114
10,0.8674618601799011,0.7340826392173767
11,0.867543637752533,0.7698812484741211
12,0.8775255680084229,0.8109117150306702
13,0.8911710977554321,0.8548024296760559
14,0.9016387462615967,0.8986455798149109
15,0.9033774137496948,0.9537155628204346
16,0.9142111539840698,0.9909207224845886
17,0.9158782958984375,1.027103066444397
18,0.9102898836135864,1.1026668548583984
19,0.9100316166877747,1.0238820314407349
20,0.8996505737304688,1.1828848123550415
21,0.8547729849815369,1.0964407920837402
22,0.8674108982086182,1.0465251207351685
23,0.8917022943496704,1.1726188659667969
24,0.8579249978065491,1.3140301704406738
25,0.8037399053573608,1.4509193897247314
26,0.7585148811340332,1.4911572933197021
27,0.7586640119552612,1.2479019165039062
28,0.8168156147003174,1.1821606159210205
29,0.8460662364959717,1.2306087017059326
30,0.8278185129165649,1.2944893836975098
31,0.8067470788955688,1.3305591344833374
32,0.7815905809402466,1.3686209917068481
33,0.7848638296127319,1.3111293315887451
34,0.8059065937995911,1.2917914390563965
35,0.861285924911499,1.2020847797393799
36,0.9305185675621033,1.2758163213729858
37,0.9642969965934753,1.1474193334579468
38,0.9955143928527832,1.0889078378677368
39,1.0583679676055908,1.11081063747406
40,1.1022937297821045,1.0317192077636719
41,1.1365985870361328,0.9758819937705994
42,1.1576443910598755,0.952228844165802
43,1.1114633083343506,0.8723006248474121
44,1.1198450326919556,0.9178110957145691
45,1.125122308731079,0.923892617225647
46,1.1425687074661255,0.9052740335464478
47,1.1155221462249756,0.88480144739151
48,1.10798180103302,0.8737320303916931
49,1.098043441772461,0.880462110042572
50,1.0995852947235107,0.9358965158462524
51,1.0917739868164062,0.9951586723327637
52,1.1058707237243652,0.8970047235488892
53,1.1055402755737305,0.9248194098472595
54,1.1135210990905762,0.8723871111869812
55,1.111266851425171,0.912196695804596
56,1.1418095827102661,0.8661401271820068
57,1.1378401517868042,0.9061289429664612
58,1.1760350465774536,0.897540807723999
59,1.2053061723709106,1.0181996822357178
60,1.208568811416626,0.8859951496124268
61,1.2247309684753418,0.9858168363571167
62,1.2176573276519775,0.8862581253051758
63,1.233103632926941,0.8924534320831299
64,1.2193934917449951,0.853996992111206
65,1.2332600355148315,0.8164200186729431
66,1.2233814001083374,0.83731609582901
67,1.2294325828552246,0.9033628106117249
68,1.2357674837112427,0.9561566710472107
69,1.207782506942749,0.9203604459762573
70,1.2072768211364746,0.9856191277503967
71,1.1976664066314697,0.9803252220153809
72,1.1906969547271729,0.9696478843688965
73,1.196195125579834,0.9762306213378906
74,1.1994986534118652,0.9565189480781555
75,1.2000277042388916,0.8895372748374939
76,1.2020044326782227,0.9271589517593384
77,1.1904046535491943,0.9057213664054871
78,1.1984953880310059,0.8715906143188477
79,1.204026222229004,0.8141353726387024
80,1.205836296081543,0.8825170397758484
81,1.2132899761199951,0.7899903655052185
82,1.201326608657837,0.7659240365028381
83,1.2072622776031494,0.8652137517929077
84,1.2104394435882568,0.8520526885986328
85,1.1948661804199219,0.9119281768798828
86,1.2038688659667969,0.8138192296028137
87,1.194390058517456,0.8055766224861145
88,1.2063102722167969,0.9212439060211182
89,1.2108546495437622,0.8905418515205383
90,1.189335823059082,0.8302393555641174
91,1.211925745010376,0.7935885787010193
92,1.2070257663726807,0.8564108610153198
93,1.235953688621521,0.7867698669433594
94,1.2103674411773682,0.7478742003440857
95,1.2293353080749512,0.7442255616188049
96,1.2014694213867188,0.8737918734550476
97,1.228306770324707,0.8277002573013306
98,1.225574254989624,0.8728637099266052
99,1.2105844020843506,0.8108430504798889
100,1.227616786956787,0.8878812193870544
101,1.2112603187561035,0.8913464546203613
102,1.21300208568573,0.9217403531074524
103,1.2275938987731934,0.8981631398200989
104,1.199917197227478,0.8014010190963745
105,1.2324296236038208,0.716612696647644
106,1.2149144411087036,0.7847174406051636
107,1.2113754749298096,0.8651301860809326
108,1.230006456375122,0.8913184404373169
109,1.2278739213943481,0.6624801158905029
110,1.2142192125320435,0.8675572872161865
111,1.196821689605713,0.8340571522712708
112,1.216341495513916,0.8416705131530762
113,1.2356560230255127,0.7774819135665894
114,1.2659815549850464,1.0067580938339233
115,1.2209004163742065,0.8535139560699463
116,1.2263495922088623,0.8823732137680054
117,1.2237977981567383,0.833914041519165
118,1.2142853736877441,0.7573747634887695
119,1.2391408681869507,0.9550597071647644
120,1.2337970733642578,0.8953956961631775
121,1.2396702766418457,0.8480690717697144
122,1.233813762664795,0.8905057311058044
123,1.2732822895050049,0.5920761823654175
124,1.250765323638916,0.82464998960495
125,1.2600157260894775,0.9339516162872314
126,1.2317168712615967,0.8225723505020142
127,1.2641223669052124,0.8861517310142517
128,1.2659211158752441,0.8945634961128235
129,1.258932113647461,0.8482173681259155
130,1.2407610416412354,0.7778100967407227
131,1.271705985069275,0.9203888773918152
132,1.2900168895721436,0.6960034966468811
133,1.2429759502410889,0.8024694323539734
134,1.263880729675293,0.7475520968437195
135,1.275217056274414,0.7255062460899353
136,1.2779004573822021,0.8420559763908386
137,1.2779412269592285,0.8919078707695007
138,1.2796504497528076,0.7302875518798828
139,1.2702291011810303,0.7853192687034607
140,1.2464849948883057,0.7638552784919739
141,1.2803605794906616,0.7341895699501038
142,1.281788945198059,0.7126060724258423
143,1.2981257438659668,0.7641581296920776
144,1.2695627212524414,0.7498587369918823
145,1.3316619396209717,0.9339757561683655
146,1.2940977811813354,0.8344250321388245
147,1.2620594501495361,0.7318880558013916
148,1.319017767906189,0.705591082572937
149,1.271899938583374,0.7093300223350525
150,1.3214374780654907,0.8889356255531311
151,1.2786340713500977,0.8465314507484436
152,1.292792558670044,0.7701862454414368
153,1.2897188663482666,0.7411788702011108
154,1.294658899307251,0.7867445349693298
155,1.3162535429000854,0.8926289677619934
156,1.3056414127349854,0.7834271192550659
157,1.3407447338104248,0.5448152422904968
158,1.3074208498001099,0.7702255845069885
159,1.3057246208190918,0.819527804851532
160,1.294844627380371,0.716192364692688
161,1.3749923706054688,0.5706377029418945
162,1.3408434391021729,0.7467687129974365
163,1.3363189697265625,0.7306875586509705
164,1.3445255756378174,0.6908761858940125
165,1.3295984268188477,0.7062833905220032
166,1.3357878923416138,0.6728628873825073
167,1.3446332216262817,0.7182592749595642
168,1.3631362915039062,0.8861435055732727
169,1.3378416299819946,0.786952018737793
170,1.3368210792541504,0.7605401873588562
171,1.4399230480194092,0.8346304297447205
172,1.31289541721344,0.7633402943611145
173,1.3199012279510498,0.7204089760780334
174,1.3272782564163208,0.8278210163116455
175,1.3127042055130005,0.8045235276222229
176,1.3494013547897339,0.8397043347358704
177,1.3298068046569824,0.7679616808891296
178,1.3304758071899414,0.7998288869857788
179,1.3389692306518555,0.6481289267539978
180,1.3252766132354736,0.8385465145111084
181,1.3529760837554932,0.7692463994026184
182,1.3489514589309692,0.8003467321395874
183,1.332261562347412,0.6869590282440186
184,1.3434717655181885,0.7919774055480957
185,1.3443446159362793,0.7293717861175537
186,1.318901538848877,0.6721625328063965
187,1.351743459701538,0.6438935995101929
188,1.3230197429656982,0.7069574594497681
189,1.3976445198059082,0.5625880360603333
190,1.341636061668396,0.744078516960144
191,1.3420817852020264,0.7116726636886597
192,1.3666937351226807,0.6247325539588928
193,1.3401743173599243,0.7996452450752258
194,1.3579775094985962,0.8175065517425537
195,1.3889580965042114,0.8236038684844971
196,1.3551000356674194,0.7724044322967529
197,1.3766241073608398,0.6320394277572632
198,1.3572330474853516,0.6792765855789185
199,1.3597360849380493,0.6642605662345886
200,1.371196985244751,0.6718438863754272
201,1.4495341777801514,0.6079041361808777
202,1.403218150138855,0.583869218826294
203,1.3582217693328857,0.82010817527771
204,1.3659923076629639,0.7620549201965332
205,1.354236125946045,0.6589248776435852
206,1.3649684190750122,0.6747964024543762
207,1.4019720554351807,0.6110718250274658
208,1.3693888187408447,0.6665730476379395
209,1.4430365562438965,0.6251530647277832
210,1.3490015268325806,0.7317175269126892
211,1.3636016845703125,0.7901691198348999
212,1.363647699356079,0.7779809236526489
213,1.3670380115509033,0.7666935920715332
214,1.3945492506027222,0.7965465188026428
215,1.3754947185516357,0.6177341341972351
216,1.3833034038543701,0.674100935459137
217,1.3678412437438965,0.7187240123748779
218,1.3453088998794556,0.6923142671585083
219,1.4542734622955322,0.8758866190910339
220,1.3256232738494873,0.6434004306793213
221,1.3620491027832031,0.6572586297988892
222,1.337265968322754,0.6844592690467834
223,1.3701565265655518,0.7242443561553955
